ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE_PARENT,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VARIETE,VIGUEUR,DEFAUT,INTITULEPROTECTIONPLU_L 1231,INTITULEPROTECTIONPLU_L 1231.7,INTITULEPROTECTIONPLU_ebc,INTITULEPROTECTIONPLU_valeur manquante,RAISONDEPLANTATION_Nouveau,RAISONDEPLANTATION_Remplacement,RAISONDEPLANTATION_valeur manquante,remarquesclusterisées,SOUS_CATEGORIE_DESC_Arbre de voirie,SOUS_CATEGORIE_DESC_Arbre denceintes fermées,cluster,SOUS_CATEGORIE_DESC_Arbre despaces ouverts,SOUS_CATEGORIE_DESC_Bois semi naturel,TYPEIMPLANTATIONPLU_Alignement,TYPEIMPLANTATIONPLU_Groupé,TYPEIMPLANTATIONPLU_Isolé,TYPEIMPLANTATIONPLU_Périmètre,TYPEIMPLANTATIONPLU_valeur manquante
2008,2015.0,2018.0,877,1,156,3,86,1,4,1,0,12,0,18,4.0,0,False,False,False,True,False,False,True,0,False,False,330,True,False,False,False,False,False,True
2015,2015.0,2020.0,440,2,186,2,105,1,4,1,0,3,0,89,4.0,0,False,False,False,True,True,False,False,0,True,False,210,False,False,False,False,False,False,True
2004,2015.0,2015.0,149,4,176,2,77,2,3,2,0,9,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,249,True,False,False,False,False,False,True
2009,2015.0,2017.0,993,2,28,3,85,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,343,False,False,False,False,False,False,True
2004,2014.0,2017.0,284,2,220,3,8,1,3,2,0,15,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,273,True,False,False,False,False,False,True
2014,2014.0,2019.0,553,2,52,2,5,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,43,False,False,False,False,False,False,True
2004,2013.0,2018.0,195,2,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,15,False,False,False,False,False,False,True
2004,2013.0,2016.0,1113,9,1,2,75,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,186,True,False,False,False,False,False,True
2004,2015.0,2018.0,746,3,206,3,103,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,65,True,False,77,False,False,False,False,False,False,True
2004,2015.0,2020.0,230,4,159,3,1,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,93,True,False,False,False,False,False,True
2004,2015.0,2016.0,1077,2,181,3,1,1,4,1,0,12,1,87,4.0,1,False,False,False,True,False,False,True,3,True,False,1,False,False,False,False,False,False,True
2004,2015.0,2017.0,223,1,216,3,8,2,4,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,False,False,96,True,False,False,False,False,False,True
2004,2013.0,2017.0,1028,5,206,3,103,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,245,False,False,False,False,False,False,True
2004,2014.0,2014.0,111,4,1,3,75,1,4,2,0,10,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,23,False,False,False,False,False,False,True
2004,2013.0,2014.0,699,2,217,3,11,1,4,2,0,12,0,71,4.0,0,False,False,False,True,False,False,True,0,True,False,224,False,False,False,False,False,False,True
2011,2014.0,2014.0,495,5,1,3,75,1,4,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,3,True,False,21,False,False,False,False,False,False,True
2004,2014.0,2015.0,648,3,21,3,11,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,244,False,False,False,False,False,False,True
2004,2013.0,2017.0,606,7,133,3,77,1,3,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,5,True,False,348,False,False,False,False,False,False,True
2004,2015.0,2018.0,697,3,88,3,59,2,3,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,49,False,True,232,False,False,False,False,False,False,True
2004,2013.0,2017.0,699,5,206,3,103,1,3,2,0,15,1,89,3.0,0,False,False,False,True,False,False,True,0,True,False,224,False,False,False,False,False,False,True
2004,2013.0,2017.0,403,3,206,2,103,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,65,True,False,False,False,False,False,True
2004,2013.0,2017.0,784,2,166,3,1,1,3,2,0,15,1,59,4.0,1,False,False,False,True,False,False,True,0,True,False,2,False,False,False,False,False,False,True
2004,2014.0,2014.0,501,2,30,1,1,1,3,2,0,9,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,131,True,False,False,False,False,False,True
2013,2013.0,2019.0,795,2,39,2,86,1,4,1,0,3,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,61,False,False,False,False,False,False,True
2004,2015.0,2020.0,891,3,217,2,1,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,165,True,False,False,False,False,False,True
2004,2014.0,2016.0,839,6,176,3,77,1,3,2,0,9,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,393,True,False,False,False,False,False,True
2004,2015.0,2017.0,1069,2,216,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,200,False,False,False,False,False,False,True
2013,2013.0,2019.0,517,2,180,2,1,1,4,1,0,3,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,296,False,False,False,False,False,False,True
2004,2015.0,2016.0,220,3,187,1,79,5,4,2,0,0,1,89,,1,False,False,False,True,False,False,True,3,True,False,279,False,False,False,False,False,False,True
2004,2015.0,2017.0,337,2,220,2,8,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,356,True,False,False,False,False,False,True
2004,2015.0,2018.0,891,6,217,2,1,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,290,True,False,False,False,False,False,True
2004,2013.0,2017.0,875,4,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,222,False,False,False,False,False,False,True
2004,2014.0,2019.0,615,3,133,3,73,1,4,2,3,9,0,4,4.0,0,False,False,False,True,False,False,True,3,False,False,124,True,False,False,False,False,False,True
2004,2015.0,2017.0,266,2,201,3,73,1,4,2,1,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,288,True,False,False,False,False,False,True
2004,2015.0,2020.0,299,2,71,3,41,1,4,1,0,12,1,89,3.0,0,False,False,False,True,False,False,True,0,False,False,252,True,False,False,False,False,False,True
2004,2015.0,2017.0,1136,4,165,2,88,2,1,2,0,15,0,89,,0,False,False,False,True,False,False,True,3,False,False,217,True,False,False,False,False,False,True
2005,2014.0,2014.0,682,1,217,2,41,1,4,2,0,3,0,31,4.0,0,False,False,False,True,False,False,True,0,True,False,280,False,False,False,False,False,False,True
2004,2015.0,2017.0,222,3,165,3,88,3,2,2,0,0,0,89,,1,False,False,False,True,False,False,True,3,False,False,76,True,False,False,False,False,False,True
2004,2015.0,2019.0,742,3,206,3,103,2,3,3,0,12,1,89,3.0,1,False,False,False,True,False,False,True,0,False,False,95,True,False,False,False,False,False,True
2004,2013.0,2016.0,735,3,28,2,85,1,4,2,0,11,0,15,4.0,0,False,False,False,True,False,False,True,0,False,False,225,True,False,False,False,False,False,True
2004,2015.0,2016.0,676,6,176,3,77,3,2,2,0,10,0,89,4.0,1,False,False,False,True,False,False,True,0,True,False,100,False,False,False,False,False,False,True
2009,2015.0,2017.0,938,1,216,3,8,1,4,1,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,272,False,False,False,False,False,False,True
2014,2014.0,2019.0,557,2,42,2,86,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,235,False,False,False,False,False,False,True
2004,2014.0,2017.0,111,5,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,248,False,False,False,False,False,False,True
2004,2013.0,2016.0,270,2,6,3,41,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,348,True,False,False,False,False,False,True
2004,2015.0,2017.0,891,3,21,2,11,1,4,2,2,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,165,True,False,False,False,False,False,True
2005,2014.0,2014.0,682,3,217,2,41,2,3,2,0,3,1,31,4.0,1,False,False,False,True,False,False,True,0,True,False,280,False,False,False,False,False,False,True
2004,2013.0,2016.0,879,2,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,True,False,310,False,False,False,False,False,False,True
2004,2014.0,2014.0,476,8,1,3,75,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,261,False,False,False,False,False,False,True
2004,2015.0,2019.0,389,2,48,3,25,1,4,1,0,12,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,221,False,False,False,False,False,False,True
2004,2013.0,2017.0,701,2,33,3,1,1,4,2,0,15,0,76,4.0,0,False,False,False,True,False,False,True,3,True,False,143,False,False,False,False,False,False,True
2004,2015.0,2017.0,697,4,113,3,19,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,31,False,True,289,False,False,False,False,False,False,True
2004,2015.0,2020.0,1067,2,142,3,41,1,4,1,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,347,False,False,False,False,False,False,True
2004,2014.0,2017.0,323,4,197,3,55,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,314,False,False,False,False,False,False,True
2004,2013.0,2018.0,251,3,132,3,1,1,3,2,0,12,0,89,3.0,0,False,False,False,True,False,False,True,0,True,False,383,False,False,False,False,False,False,True
2004,2015.0,2018.0,162,5,133,1,73,2,3,2,3,3,0,4,4.0,1,False,False,False,True,False,False,True,3,False,False,257,True,False,False,False,False,False,True
2004,2015.0,2020.0,1136,3,217,2,73,1,4,2,1,9,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,345,True,False,False,False,False,False,True
2005,2014.0,2019.0,171,3,220,3,8,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,189,True,False,False,False,False,False,True
2004,2014.0,2014.0,994,3,52,3,5,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,182,False,False,False,False,False,False,True
2004,2015.0,2017.0,183,3,30,2,1,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,302,True,False,False,False,False,False,True
2004,2013.0,2017.0,625,7,176,3,77,1,3,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,126,True,False,162,False,False,False,False,False,False,True
2004,2013.0,2016.0,165,4,165,3,88,1,3,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,44,False,False,False,False,False,False,True
2004,2014.0,2014.0,111,4,165,3,88,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,105,False,False,False,False,False,False,True
2004,2015.0,2017.0,486,5,113,3,19,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,34,False,True,52,False,False,False,False,False,False,True
2004,2015.0,2017.0,883,1,21,3,11,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,364,True,False,False,False,False,False,True
2004,2013.0,2014.0,841,4,206,3,103,1,3,2,0,14,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,62,False,False,False,False,False,False,True
2004,2015.0,2018.0,489,7,1,3,75,2,4,2,0,8,1,89,4.0,1,False,True,False,False,False,False,True,0,True,False,394,False,False,True,False,False,False,False
2004,2015.0,2017.0,659,2,216,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,56,True,False,False,False,False,False,True
2004,2014.0,2018.0,702,2,217,3,77,2,3,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,91,False,False,False,False,False,False,True
2009,2015.0,2017.0,84,1,101,3,94,2,4,1,0,5,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,187,False,False,False,False,False,False,True
2004,2013.0,2017.0,454,2,47,3,26,2,2,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,3,True,False,161,False,False,False,False,False,False,True
2004,2014.0,2017.0,493,2,52,3,103,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,237,False,False,False,False,False,False,True
2004,2013.0,2017.0,321,4,132,3,1,1,3,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,0,True,False,161,False,False,False,False,False,False,True
2004,2015.0,2025.0,697,3,215,3,56,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,232,False,False,False,False,False,False,True
2004,2013.0,2014.0,403,1,1,3,75,1,4,1,0,2,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,65,True,False,False,False,False,False,True
2004,2015.0,2017.0,1068,4,21,2,11,2,2,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,14,True,False,False,False,False,False,True
2004,2015.0,2017.0,262,5,30,2,1,2,3,2,0,15,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,288,True,False,False,False,False,False,True
2004,2015.0,2017.0,223,2,216,3,8,2,3,1,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,False,False,96,True,False,False,False,False,False,True
2014,2014.0,2019.0,557,2,42,2,86,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,235,False,False,False,False,False,False,True
2004,2014.0,2019.0,615,3,21,3,11,1,3,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,124,True,False,False,False,False,False,True
2014,2014.0,2020.0,51,2,197,2,55,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,354,False,False,False,False,False,False,True
2004,2015.0,2017.0,355,3,30,3,1,2,4,2,0,8,1,89,4.0,1,False,False,False,True,False,False,True,0,False,False,204,True,False,False,False,False,False,True
2006,2013.0,2017.0,1110,3,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,3,True,False,237,False,False,False,False,False,False,True
2004,2014.0,2015.0,1126,2,12,2,30,1,4,2,0,1,0,89,4.0,1,False,False,False,True,False,False,True,168,False,False,386,True,False,False,False,False,False,True
2004,2013.0,2017.0,1051,7,71,3,41,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,233,True,False,False,False,False,False,True
2004,2014.0,2014.0,775,7,133,3,77,2,3,3,0,9,0,45,3.0,1,False,False,False,True,False,False,True,168,False,False,399,True,False,False,False,False,False,True
2014,2014.0,2020.0,170,2,118,2,22,1,4,1,0,3,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,224,False,False,False,False,False,False,True
2004,2014.0,2014.0,96,5,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,368,False,False,False,False,False,False,True
2004,2015.0,2017.0,356,2,28,3,85,1,4,2,0,15,0,15,4.0,1,False,False,False,True,False,False,True,0,False,False,164,True,False,False,False,False,False,True
2004,2015.0,2017.0,1136,2,165,2,88,2,3,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,33,False,False,217,True,False,False,False,False,False,True
2014,2014.0,2019.0,553,2,142,2,41,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,307,False,False,False,False,False,False,True
2004,2015.0,2018.0,743,2,197,3,55,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,294,False,False,False,False,False,False,True
2004,2015.0,2017.0,891,2,21,2,11,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,165,True,False,False,False,False,False,True
2004,2014.0,2014.0,994,2,52,3,5,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,130,False,False,False,False,False,False,True
2014,2014.0,2020.0,420,2,160,2,75,1,4,1,0,3,1,84,4.0,0,False,False,False,True,False,False,True,0,True,False,226,False,False,False,False,False,False,True
2004,2015.0,2019.0,264,4,20,2,100,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,24,True,False,False,False,False,False,True
2014,2014.0,2020.0,895,2,217,2,79,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,157,True,False,False,False,False,False,True
2004,2014.0,2019.0,696,3,25,3,63,1,4,2,0,9,0,34,4.0,1,False,False,False,True,False,False,True,0,False,False,213,True,False,False,False,False,False,True
2004,2015.0,2020.0,239,7,1,3,75,1,4,2,0,8,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,136,False,False,False,False,False,False,True
2005,2014.0,2015.0,81,2,16,3,15,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,163,False,False,162,True,False,False,False,False,False,True
2004,2014.0,2017.0,110,2,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,287,False,False,False,False,False,False,True
2004,2014.0,2016.0,839,6,176,3,77,1,3,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,29,False,False,393,True,False,False,False,False,False,True
2014,2014.0,2019.0,553,2,198,2,86,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,43,False,False,False,False,False,False,True
2004,2013.0,2017.0,990,4,166,3,1,1,3,2,0,15,1,59,4.0,1,False,False,False,True,False,False,True,0,True,False,109,False,False,False,False,False,False,True
2004,2014.0,2017.0,203,4,21,3,11,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,395,False,False,False,False,False,False,True
2004,2013.0,2014.0,198,5,166,3,1,1,4,2,0,9,1,89,4.0,1,False,False,False,True,False,False,True,3,True,False,223,False,False,False,False,False,False,True
2004,2015.0,2016.0,176,6,1,3,75,3,2,3,0,13,1,89,3.0,1,False,True,False,False,False,False,True,140,True,False,54,False,False,True,False,False,False,False
2004,2014.0,2014.0,1117,4,133,3,77,3,3,3,0,9,0,45,,1,False,False,False,True,False,False,True,0,False,False,399,True,False,False,False,False,False,True
2004,2015.0,2016.0,1136,7,217,2,77,3,2,2,0,13,0,89,3.0,1,False,False,False,True,False,False,True,191,False,False,217,True,False,False,False,False,False,True
2004,2015.0,2017.0,1068,5,14,2,14,1,4,2,3,15,0,35,4.0,1,False,False,False,True,False,False,True,0,False,False,14,True,False,False,False,False,False,True
2004,2015.0,2017.0,73,2,110,2,70,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,24,True,False,False,False,False,False,True
2004,2014.0,2014.0,1086,4,1,3,75,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,38,False,False,False,False,False,False,True
2004,2014.0,2019.0,615,4,133,3,73,1,4,2,3,9,0,4,4.0,0,False,False,False,True,False,False,True,3,False,False,124,True,False,False,False,False,False,True
2004,2015.0,2016.0,1136,9,217,2,77,2,3,2,0,13,0,89,3.0,1,False,False,False,True,False,False,True,157,False,False,217,True,False,False,False,False,False,True
2004,2013.0,2012.0,1024,6,159,3,1,4,4,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,114,True,False,False,False,False,False,True
2004,2013.0,2017.0,790,3,166,3,1,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,315,True,False,False,False,False,False,True
2004,2015.0,2017.0,53,3,159,2,1,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,345,True,False,False,False,False,False,True
2004,2013.0,2015.0,830,3,71,2,41,1,4,2,0,11,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,161,True,False,False,False,False,False,True
2005,2014.0,2014.0,682,3,217,2,41,1,4,2,0,3,1,31,4.0,0,False,False,False,True,False,False,True,0,True,False,133,False,False,False,False,False,False,True
2004,2015.0,2017.0,697,4,113,3,19,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,31,False,True,8,False,False,False,False,False,False,True
2004,2015.0,2017.0,813,3,201,2,73,1,4,2,3,8,0,89,3.0,0,False,False,False,True,False,False,True,13,False,False,73,True,False,False,False,False,False,True
2004,2013.0,2017.0,500,5,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,319,False,False,False,False,False,False,True
2006,2013.0,2017.0,1024,4,52,3,103,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,114,True,False,False,False,False,False,True
2011,2013.0,2014.0,1108,1,109,3,6,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,259,True,False,False,False,False,False,True
2004,2015.0,2017.0,641,7,217,2,77,2,3,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,176,True,False,False,False,False,False,True
2004,2013.0,2017.0,384,6,133,3,73,1,4,2,3,15,0,89,4.0,0,False,False,False,True,False,False,True,11,True,False,146,False,False,False,False,False,False,True
2004,2014.0,2014.0,503,4,21,3,11,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,242,False,False,False,False,False,False,True
2004,2014.0,2015.0,494,3,134,3,85,1,4,2,0,3,0,24,4.0,0,False,False,False,True,False,False,True,0,False,True,298,False,False,False,False,False,False,True
2004,2015.0,2016.0,891,8,217,2,73,1,3,2,2,12,0,89,3.0,0,False,False,False,True,False,False,True,3,False,False,165,True,False,False,False,False,False,True
2004,2015.0,2017.0,813,3,201,2,73,1,4,2,3,8,0,89,3.0,0,False,False,False,True,False,False,True,13,False,False,73,True,False,False,False,False,False,True
2013,2013.0,2019.0,544,2,30,2,1,1,4,1,0,3,0,89,4.0,0,False,False,False,True,True,False,False,0,True,False,311,False,False,False,False,False,False,True
2004,2013.0,2016.0,939,4,217,3,73,1,4,2,3,9,0,89,4.0,0,False,False,False,True,False,False,True,51,False,False,127,True,False,False,False,False,False,True
2004,2014.0,2014.0,996,4,188,3,18,4,1,2,0,0,0,89,,1,False,False,False,True,False,False,True,62,False,False,201,True,False,False,False,False,False,True
2004,2014.0,2014.0,111,4,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,105,False,False,False,False,False,False,True
2014,2014.0,2019.0,171,2,49,2,85,1,4,1,0,3,0,22,4.0,0,False,False,False,True,True,False,False,0,False,False,189,True,False,False,False,False,False,True
2004,2013.0,2017.0,321,3,94,3,2,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,161,False,False,False,False,False,False,True
2004,2013.0,2017.0,939,3,16,1,15,1,4,2,0,11,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,127,True,False,False,False,False,False,True
2004,2014.0,2017.0,203,4,21,3,11,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,395,False,False,False,False,False,False,True
2004,2013.0,2016.0,165,4,165,3,88,1,3,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,44,False,False,False,False,False,False,True
2004,2015.0,2018.0,829,4,197,3,55,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,225,False,False,False,False,False,False,True
2004,2015.0,2018.0,51,7,12,3,30,2,3,2,0,12,1,89,3.0,1,False,False,False,True,False,False,True,3,True,False,139,False,False,False,False,False,False,True
2004,2014.0,2015.0,648,3,21,3,11,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,244,False,False,False,False,False,False,True
2004,2014.0,2014.0,185,6,136,3,0,1,3,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,316,True,False,False,False,False,False,True
2004,2014.0,2017.0,434,4,1,3,75,1,4,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,222,True,False,False,False,False,False,True
2004,2013.0,2017.0,838,3,133,3,73,1,4,2,3,15,0,4,4.0,1,False,False,False,True,False,False,True,0,False,False,223,True,False,False,False,False,False,True
2004,2013.0,2015.0,408,6,23,3,42,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,337,False,False,False,False,False,False,True
2004,2015.0,2016.0,644,17,176,2,77,4,4,3,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,308,True,False,False,False,False,False,True
2004,2014.0,2015.0,896,4,206,3,103,1,3,2,0,9,0,89,3.0,0,False,False,False,True,False,False,True,36,False,False,46,True,False,False,False,False,False,True
2004,2013.0,2017.0,208,5,206,3,103,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,254,True,False,False,False,False,False,True
2004,2015.0,2017.0,620,3,133,3,73,1,4,2,3,15,0,4,4.0,1,False,False,False,True,False,False,True,0,False,False,375,True,False,False,False,False,False,True
2004,2014.0,2015.0,946,7,206,3,103,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,294,False,False,False,False,False,False,True
2004,2015.0,2015.0,856,7,94,2,2,3,2,3,0,9,0,89,4.0,1,False,False,False,True,False,False,True,3,False,False,366,True,False,False,False,False,False,True
2004,2015.0,2019.0,567,2,133,3,73,1,4,2,1,12,1,4,4.0,0,False,False,False,True,False,False,True,0,True,False,285,False,False,False,False,False,False,True
2004,2014.0,2014.0,952,2,6,3,103,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,71,False,False,False,False,False,False,True
2004,2013.0,2017.0,254,4,94,3,2,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,211,False,False,False,False,False,False,True
2004,2014.0,2017.0,783,3,0,3,72,1,3,2,0,9,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,22,True,False,False,False,False,False,True
2004,2013.0,2016.0,918,4,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,379,False,False,False,False,False,False,True
2004,2014.0,2014.0,30,3,133,3,77,2,3,3,0,9,0,45,3.0,1,False,False,False,True,False,False,True,0,False,False,302,True,False,False,False,False,False,True
2004,2014.0,2014.0,476,8,1,3,75,1,3,2,0,12,1,89,3.0,1,False,False,False,True,False,False,True,15,True,False,327,False,False,False,False,False,False,True
2004,2015.0,2017.0,997,3,217,3,1,2,3,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,40,True,False,False,False,False,False,True
2004,2015.0,2016.0,14,6,206,3,103,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,46,False,False,False,False,False,False,True
2004,2013.0,2016.0,301,4,101,3,94,2,3,2,0,3,1,89,4.0,0,False,False,False,True,False,False,True,104,True,False,370,False,False,False,False,False,False,True
2004,2013.0,2017.0,441,5,159,3,1,2,3,2,0,11,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,268,True,False,False,False,False,False,True
2004,2013.0,2017.0,799,5,1,3,75,1,4,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,0,True,False,94,False,False,False,False,False,False,True
2004,2015.0,2017.0,659,2,216,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,272,True,False,False,False,False,False,True
2004,2015.0,2018.0,677,1,9,2,41,1,4,1,0,12,1,72,4.0,0,False,False,False,True,False,False,True,0,False,False,178,True,False,False,False,False,False,True
2004,2013.0,2017.0,856,6,94,3,2,1,3,2,0,15,1,89,3.0,0,False,False,False,True,False,False,True,0,False,False,366,True,False,False,False,False,False,True
2004,2013.0,2015.0,934,3,220,3,8,2,3,2,0,8,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,358,False,False,False,False,False,False,True
2004,2014.0,2014.0,994,3,52,3,5,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,130,False,False,False,False,False,False,True
